"id","name","type","rarity","attunement","source","extra","description","price","subtype","weight","merchants"
2508,"Elemental Essence Shard - Air","Wondrous Item","rare",True,"Tasha's Cauldron of Everything 127","by a sorcerer","This crackling crystal contains the essence of an elemental plane. As an action, you can attach the shard to a Tiny object (such as a weapon or a piece of jewelry) or detach it. It falls off if your attunement to it ends. You can use the shard as a spellcasting focus while you hold or wear it.

Roll a d4 and consult the Elemental Essence Shards table to determine the shard's essence and property. When you use a Metamagic option on a spell while you are holding or wearing the shard, you can use that property.

Air. You can immediately fly up to 60 feet without provoking opportunity attacks.","2500",NULL,NULL,"wizard"
2631,"Elemental Essence Shard - Earth","Wondrous Item","rare",True,"Tasha's Cauldron of Everything 127","by a sorcerer","This crackling crystal contains the essence of an elemental plane. As an action, you can attach the shard to a Tiny object (such as a weapon or a piece of jewelry) or detach it. It falls off if your attunement to it ends. You can use the shard as a spellcasting focus while you hold or wear it.

Roll a d4 and consult the Elemental Essence Shards table to determine the shard's essence and property. When you use a Metamagic option on a spell while you are holding or wearing the shard, you can use that property.

Earth. You gain resistance to a damage type of your choice until the start of your next turn.","2500",NULL,NULL,"wizard"
2458,"Elemental Essence Shard - Fire","Wondrous Item","rare",True,"Tasha's Cauldron of Everything 127","by a sorcerer","This crackling crystal contains the essence of an elemental plane. As an action, you can attach the shard to a Tiny object (such as a weapon or a piece of jewelry) or detach it. It falls off if your attunement to it ends. You can use the shard as a spellcasting focus while you hold or wear it.

Roll a d4 and consult the Elemental Essence Shards table to determine the shard's essence and property. When you use a Metamagic option on a spell while you are holding or wearing the shard, you can use that property.

Fire. One target of the spell that you can see catches fire. The burning target takes 2d10 fire damage at the start of its next turn, and then the flames go out.","2500",NULL,NULL,"wizard"
2213,"Elemental Essence Shard - Water","Wondrous Item","rare",True,"Tasha's Cauldron of Everything 127","by a sorcerer","This crackling crystal contains the essence of an elemental plane. As an action, you can attach the shard to a Tiny object (such as a weapon or a piece of jewelry) or detach it. It falls off if your attunement to it ends. You can use the shard as a spellcasting focus while you hold or wear it.

Roll a d4 and consult the Elemental Essence Shards table to determine the shard's essence and property. When you use a Metamagic option on a spell while you are holding or wearing the shard, you can use that property.

Water. You create a wave of water that bursts out from you in a 10-foot radius. Each creature of your choice that you can see in that area takes 2d6 cold damage and must succeed on a Strength saving throw against your spell save DC or be pushed 10 feet away from you and fall prone.","2500",NULL,NULL,"wizard"
2558,"Elemental Gem","Wondrous Item","uncommon",False,"Dungeon Master's Guide 167",NULL,"This gem contains a mote of elemental energy. When you use an action to break the gem, an elemental is summoned as if you had cast the conjure elemental spell, and the gem's magic is lost. The type of gem determines the elemental summoned by the spell. Gem | Summoned Elemental Blue sapphire | Air elemental Yellow diamond | Earth elemental Red corundum | Fire elemental Emerald | Water elemental","960",NULL,NULL,"concealer, general"
2544,"Elixir of Health","Potion","rare",False,"Dungeon Master's Guide 168",NULL,"When you drink this potion, it cures any disease afflicting you, and it removes the blinded, deafened, paralyzed, and poisoned conditions. The clear red liquid has tiny bubbles of light in it.","120",NULL,NULL,"alchemist, healer, temple, wizard"
2543,"Elven Chain","Armor","rare",False,"Dungeon Master's Guide 168",NULL,"You gain a +1 bonus to AC while you wear this armor. You are considered proficient with this armor even if you lack proficiency with medium armor. Made of interlocking metal rings, a chain shirt is worn between layers of clothing or leather. This armor offers modest protection to the wearer's upper body and allows the sound of the rings rubbing against one another to be muffled by outer layers.","4000","chain shirt",NULL,"armorer, smith"
3235,"Emerald Pen","Wondrous Item","uncommon",False,"Dungeon Master's Guide 175",NULL,"This pen is tipped with an emerald nib and requires no ink to write. While holding this pen, you can cast Illusory Script at will, requiring no material components.","300",NULL,NULL,"general"
2228,"Enduring Spellbook","Wondrous Item","common",False,"Xanathar's Guide to Everything 137",NULL,"This spellbook, along with anything written on its pages, can't be damaged by fire or immersion in water. In addition, the spellbook doesn't deteriorate with age.","75",NULL,NULL,"general, librarian, wizard"
2497,"Ephixis - Bow of Nylea","Weapon","artifact",True,"Mythic Odysseys of Theros 200","simple weapon - shortbow","Nylea wields the shortbow Ephixis, the bow whose arrows herald the turning of the seasons. Nylea is quick to let her favored followers borrow her bow, particularly when they intend to use it to perform great deeds, put an end to foul creatures, or cast down the arrogant.

Bow of the Wild. This divine weapon includes a shortbow and a quiver with four arrows, each tied to one of the four seasons. You gain a +3 bonus to attack and damage rolls made with this bow, and you suffer no disadvantage when attacking at the weapon's long range. Additionally, Ephixis scores a critical hit on a d20 roll of 19 or 20.

Blessing of the Wild. If you are a worshiper of Nylea, you gain all the following benefits for which you have the required piety:

Piety 10+. The bow has 1 randomly determined minor beneficial property.
Piety 25+. The bow has 1 randomly determined major beneficial property.
If you aren't a worshiper of Nylea, the bow has 1 randomly determined major detrimental property.

See ""Artifacts"" in chapter 7 of the Dungeon Master's Guide for details on randomly determined properties.

Arrows of the Seasons. The four arrows — each associated with a season — that accompany this bow can be fired only from it. Each arrow disappears immediately after it's used, and it reappears in the quiver at the next dusk. The save DC against spells cast with the arrows is 18. Each arrow has a unique property:

Spring. As an action, you can fire this arrow, targeting a beast or a plant creature you can see within 320 feet of you. On a hit, the arrow deals no damage, and the target gains the benefits of the awaken spell for 8 hours.
Summer. As an action, you can fire this arrow at an unoccupied space on the ground that you can see within 320 feet of you, no attack roll required. A Nyxborn lynx is summoned in that space (use the stat block for a tiger with the Nyxborn traits from chapter 6 of MOT). The lynx understands your verbal commands and obeys them as best it can, and it takes its turns immediately after yours. The emissary remains for 1 hour before fading away.
Autumn. As an action, you can fire this arrow at a space on the ground that you can see within 320 feet of you, no attack roll required, casting the Wall of Thorns spell there.
Winter. As an action, you can fire this arrow at a space that you can see within 320 feet of you, no attack roll required, casting the Ice Storm spell there.
Destroying the Bow. The bow can't be destroyed without first destroying all its arrows. The winter arrow must be fed to a cerberus on the winter solstice. The spring arrow must be planted at the base of a Black Oak of Asphodel on the spring equinox. The summer arrow must be broken by a sea giant on the summer solstice. Then the autumn arrow must be shot into the carcass of a hydra on the autumnal equinox. When all four arrows are destroyed, the bow and quiver dissolve into dust.",NULL,NULL,NULL,NULL
